"Callsign","Frequency","City","State","Licensee","Format"
"WNOR","98.7 FM","Norfolk","Virginia","Our Lady of Guadalupe Radio, Inc., dba Annunciation Radio","Religious"
"WNSB","91.1 FM","Norfolk","Virginia","Kent State University","News and Talk"
"WNVZ","104.5 FM","Norfolk","Virginia","CC Licenses, LLC","Country"
"WOWI","102.9 FM","Norfolk","Virginia","Music That Matters, Inc.","Rock, Alternative, or Indie"
"WVHT","100.5 FM","Norfolk","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WVKL","95.7 FM","Norfolk","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYFI","99.7 FM","Norfolk","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WNVA","1350 AM","Norton","Virginia","CC Licenses, LLC","Country"
"WNVA-FM","106.3 FM","Norton","Virginia","CC Licenses, LLC","Country"
"WESR-FM","103.3 FM","Onley-Onancock","Virginia","First Family Broadcasting","Other"
"WESR","1330 AM","Onley–Onancock","Virginia","First Family Broadcasting","Other"
"WVCV","1340 AM","Orange","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WRLP","89.1 FM","Orange","Virginia","NRG License Sub, LLC","Rock, Alternative, or Indie"
"WSWV","1570 AM","Pennington Gap","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WSWV-FM","105.5 FM","Pennington Gap","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WTPS","1240 AM","Petersburg","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WARV-FM","100.3 FM","Petersburg","Virginia","New Hampshire Gospel Radio, Inc.","Religious"
"WKJM","99.3 FM","Petersburg","Virginia","Lighthouse Ministries of Northwest Ohio","Religious"
"WVST-FM","91.3 FM","Petersburg","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WUSH","106.1 FM","Poquoson","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGPL","1350 AM","Portsmouth","Virginia","Bible Broadcasting, Inc.","Religious"
"WHKT","1650 AM","Portsmouth","Virginia","Cox Radio","Country"
"WPCE","1400 AM","Portsmouth","Virginia","Dream Center, Inc.","Jazz or Blues"
"WPMH","1010 AM","Portsmouth","Virginia","Zoe Communications, Inc.","Country"
"WR2XJR","670 AM","Portsmouth","Virginia","Seehafer Broadcasting Corporation","Rock, Alternative, or Indie"
"WBBT-FM","107.3 FM","Powhatan","Virginia","Winnipesaukee Radio Station, LLC","Other"
"WJPN-LP","106.3 FM","Prince William","Virginia","Blue Chip Broadcasting Licenses, Ltd.","Religious"
"WBLB","1340 AM","Pulaski","Virginia","Winnipesaukee Radio Station, LLC","Other"
"WURA","920 AM","Quantico","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WRAD","1460 AM","Radford","Virginia","Seehafer Broadcasting Corporation","Rock, Alternative, or Indie"
"WVRU-FM","89.9 FM","Radford","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WWBU","101.7 FM","Radford","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WGTH","540 AM","Richlands","Virginia","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WGTH-FM","105.5 FM","Richlands","Virginia","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WRIC-FM","97.7 FM","Richlands","Virginia","NRG License Sub, LLC","Other"
"WBTK","1380 AM","Richmond","Virginia","Town of Bedford, New Hampshire","Rock, Alternative, or Indie"
"WFTH","1590 AM","Richmond","Virginia","BAS Broadcasting","Other"
"WONA","1540 AM","Richmond","Virginia","Seehafer Broadcasting Corp","Other"
"WREJ","990 AM","Richmond","Virginia","Durand Broadcasting","Country"
"WRNL","910 AM","Richmond","Virginia","Northland College","Other"
"WRVA","1140 AM","Richmond","Virginia","Board of Regents, University of Wisconsin System","Rock, Alternative, or Indie"
"WVNZ","1320 AM","Richmond","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXGI","950 AM","Richmond","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBTJ","106.5 FM","Richmond","Virginia","Town of Bedford, New Hampshire","Rock, Alternative, or Indie"
"WCFC-LP","93.7 FM","Richmond","Virginia","Priority Communications of Ohio, LLC.","Other"
"WCVE-FM","88.9 FM","Richmond","Virginia","Family Radio","Religious"
"WDCE","90.1 FM","Richmond","Virginia","Blue Chip Broadcasting Licenses, Ltd.","Hip-hop"
"WKJS","105.7 FM","Richmond","Virginia","Lighthouse Ministries of Northwest Ohio","Religious"
"WRIH","88.1 FM","Richmond","Virginia","WRIG, Inc.","Other"
"WRIR-LP","97.3 FM","Richmond","Virginia","WRIG, Inc.","Other"
"WRVQ","94.5 FM","Richmond","Virginia","WRVM, Inc.","Religious"
"WRXL","102.1 FM","Richmond","Virginia","WRVM, Inc.","Religious"
"WTVR-FM","98.1 FM","Richmond","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WURV","103.7 FM","Richmond","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WFIR","960 AM","Roanoke","Virginia","Blanchard River Broadcasting Company","News and Talk"
"WFJX","910 AM","Roanoke","Virginia","Blanchard River Broadcasting Company","News and Talk"
"WGMN","1240 AM","Roanoke","Virginia","Public Broadcasting Foundation of NW Ohio","News and Talk"
"WPLY","610 AM","Roanoke","Virginia","Zoe Communications, Inc.","Country"
"WRTZ","1410 AM","Roanoke","Virginia","Board of Regents, University of Wisconsin System","Rock, Alternative, or Indie"
"WJJS","104.9 FM","Roanoke","Virginia","American Family Association","Religious"
"WRXT","90.3 FM","Roanoke","Virginia","WRVM, Inc.","Religious"
"WSLC-FM","94.9 FM","Roanoke","Virginia","NRG License Sub, LLC","Pop or Contemporary"
"WSLQ","99.1 FM","Roanoke","Virginia","WPW Broadcasting, Inc.","Country"
"WVTF","89.1 FM","Roanoke","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXLK","92.3 FM","Roanoke","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYTI","1570 AM","Rocky Mount","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WFIJ-LP","93.9 FM","Rocky Mount","Virginia","Salem Media Group, LLC","Religious"
"WXZR-LP","96.9 FM","Rockymount","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHTE-FM","101.9 FM","Ruckersville","Virginia","Sacred Heart Radio, Inc.","Religious"
"WLOY","660 AM","Rural Retreat","Virginia","WLOH Radio Company","News and Talk"
"WXBX","95.3 FM","Rural Retreat","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WEQP","91.7 FM","Rustburg","Virginia","Elyria-Lorain Broadcasting Co.","News and Talk"
"WTOY","1480 AM","Salem","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WRKE-LP","100.3 FM","Salem","Virginia","Heartland Communications License, LLC","Oldies"
"WXMY","1600 AM","Saltville","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WCCA-LP","93.5 FM","Scottsville","Virginia","Garrison City Radio Group, LLC","Pop or Contemporary"
"WBZS","102.5 FM","Shawsville","Virginia","Garrison City Radio Group, LLC","Pop or Contemporary"
"WHFV","107.1 FM","Shenandoah","Virginia","Heidelberg College","Other"
"WKGM","940 AM","Smithfield","Virginia","Citicasters Licenses, Inc.","Pop or Contemporary"
"WAJL","1400 AM","South Boston","Virginia","LAZER BROADCASTING LLC","International"
"WSBV","1560 AM","South Boston","Virginia","WRIG, Inc.","News and Talk"
"WHLF","95.3 FM","South Boston","Virginia","Salem Media Group, LLC","Religious"
"WSHV","1370 AM","South Hill","Virginia","Sheboygan Area School District","Other"
"WKSK-FM","101.9 FM","South Hill","Virginia","First Family Broadcasting, Inc.","Other"
"WQIQ","88.3 FM","Spotsylvania","Virginia","Case Communications LLC","Other"
"WVBX","99.3 FM","Spotsylvania","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYAU","89.5 FM","Spotsylvania","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WXLZ","1140 AM","St. Paul","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WZBB","99.9 FM","Stanleytown","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKDW","900 AM","Staunton","Virginia","Citicasters Licenses, Inc.","Pop or Contemporary"
"WTON","1240 AM","Staunton","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WQSV-LP","106.3 FM","Staunton","Virginia","Capstar TX LLC","Country"
"WSVO","93.1 FM","Staunton","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WTON-FM","94.3 FM","Staunton","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKSI-FM","98.3 FM","Stephens City","Virginia","First Family Broadcasting, Inc.","Other"
"WZFC","104.9 FM","Strasburg","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHEO","1270 AM","Stuart","Virginia","Heidelberg College","Other"
"WAFX","106.9 FM","Suffolk","Virginia","LAZER BROADCASTING LLC","International"
"WORJ-LP","103.5 FM","Suffolk","Virginia","Seehafer Broadcasting Corp","Other"
"WVBW","92.9 FM","Suffolk","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WNRS-FM","89.9 FM","Sweet Briar","Virginia","Kent State University","News and Talk"
"WSWE-LP","92.7 FM","Sweet Briar","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WRAR","1000 AM","Tappahannock","Virginia","Wisconsin Rapids Seventh-Day Adventist Church","Religious"
"WRAR-FM","105.5 FM","Tappahannock","Virginia","Wisconsin Rapids Seventh-Day Adventist Church","Religious"
"WXTR","89.9 FM","Tappahannock","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WTZE","1470 AM","Tazewell","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKQY","100.1 FM","Tazewell","Virginia","Jackson County Broadcasting, Inc.","Pop or Contemporary"
"WKBA","1550 AM","Vinton","Virginia","Urban Radio Licenses, LLC","Pop or Contemporary"
"WSFF","106.1 FM","Vinton","Virginia","Woodward Communications, Inc.","Other"
"WVMP","101.5 FM","Vinton","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WVAB","1550 AM","Virginia Beach","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WJLZ","88.5 FM","Virginia Beach","Virginia","Christian Faith Broadcast, Inc.","Religious"
"WXTG-FM","102.1 FM","Virginia Beach","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WKCW","1420 AM","Warrenton","Virginia","Kenyon College","Other"
"WRCW","1250 AM","Warrenton","Virginia","Fruit Broadcasting, LLC","Country"
"WNNT-FM","107.5 FM","Warsaw","Virginia","Franklin Communications, Inc.","Other"
"WHRJ","89.9 FM","Washington Court House","Virginia","Cumulus Licensing LLC","Pop or Contemporary"
"WKCI","970 AM","Waynesboro","Virginia","Educational Media Foundation","Religious"
"WVEK-FM","102.7 FM","Weber City","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WBQK","107.9 FM","West Point","Virginia","Town of Bedford, New Hampshire","Rock, Alternative, or Indie"
"WIGO-FM","104.9 FM","White Stone","Virginia","La Cadena Mundial Hispana, Inc.","Other"
"WWND-LP","103.9 FM","White Stone","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WMBG","740 AM","Williamsburg","Virginia","Capstar TX LLC","News and Talk"
"WCWM","90.9 FM","Williamsburg","Virginia","Citicasters Licenses, Inc.","Other"
"WINC","1400 AM","Winchester","Virginia","Urban Radio Licenses, LLC","Hip-hop"
"WXVA","610 AM","Winchester","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WHFW","89.7 FM","Winchester","Virginia","Heidelberg College","Other"
"WINC-FM","92.5 FM","Winchester","Virginia","Urban Radio Licenses, LLC","Hip-hop"
"WTRM","91.1 FM","Winchester","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WUSQ-FM","102.5 FM","Winchester","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WNOH","105.3 FM","Windsor","Virginia","Our Lady of Guadalupe Radio, Inc., dba Annunciation Radio","Religious"
"WISE-FM","90.5 FM","Wise","Virginia","Aloha Station Trust, LLC","News and Talk"
"WMAL-FM","105.9 FM","Woodbridge","Virginia","Swick Broadcasting Company, Inc.","Country"
"WAMM","1230 AM","Woodstock","Virginia","LAZER BROADCASTING LLC","International"
"WAZR","93.7 FM","Woodstock","Virginia","Winnipesaukee Radio Station, LLC","Other"
"WUDS-LP","94.9 FM","Woodstock","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYVE","1280 AM","Wytheville","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WVSP-FM","94.1 FM","Yorktown","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"WYCS","91.5 FM","Yorktown","Virginia","Legend Communications of Wyoming, LLC","Pop or Contemporary"
"KWOK","1490 AM","Aberdeen","Washington","MRR License LLC","News and Talk"
"KXRO","1320 AM","Aberdeen","Washington","P.M. Broadcasting, Inc.","Rock, Alternative, or Indie"
"KXLX","700 AM","Airway Heights","Washington","Townsquare Media Sedalia License, LLC","Country"
"KWLE","1340 AM","Anacortes","Washington","Anderson Broadcasting Company, Inc.","Country"
"KJCF","89.3 FM","Asotin","Washington","Mexico Educational Broadcasting Foundation","Religious"
"KMIA","1210 AM","Auburn–Federal Way","Washington","Southern Gospetality, LLC","Religious"
"KOLW","97.5 FM","Basin City","Washington","Calvary Educational Broadcasting Network","Religious"
"KXPA","1540 AM","Bellevue","Washington","P.M. Broadcasting, Inc.","Rock, Alternative, or Indie"
"KQMV","92.5 FM","Bellevue","Washington","Falcon Broadcasting, Inc.","International"
"KPUG","1170 AM","Bellingham","Washington","Carter Broadcast Group","Religious"
"KMRE-LP","102.3 FM","Bellingham","Washington","Community Broadcasting, Inc.","Religious"
"KQOW","90.3 FM","Bellingham","Washington","Catholic Radio Network, Inc.","Religious"
"KUGS","89.3 FM","Bellingham","Washington","Zimmer Radio of Mid-Missouri, Inc.","Pop or Contemporary"
"KZAX-LP","94.9 FM","Bellingham","Washington","Educational Media Foundation","Religious"
"KZAZ","91.7 FM","Bellingham","Washington","Educational Media Foundation","Religious"
"KMMG","96.7 FM","Benton City","Washington","Citicasters Licenses, Inc.","Hip-hop"
"KQBC","90.5 FM","Benton City","Washington","Dockins Broadcast Group, LLC","Country"
"KVRI","1600 AM","Blaine","Washington","Central Ozark Radio Network, Inc.","Pop or Contemporary"
"KRWM","106.9 FM","Bremerton","Washington","Scripps Broadcasting Holdings LLC","Other"
"KPBW","91.9 FM","Brewster","Washington","Community Broadcasting, Inc.","Religious"
"KVAN","1560 AM","Burbank","Washington","Central Ozark Radio Network, Inc.","Pop or Contemporary"
"KUJ-FM","99.1 FM","Burbank","Washington","Zimmer Radio of Mid-Missouri, Inc.","Pop or Contemporary"
"KTFJ-LP","104.7 FM","Burlington","Washington","Alpha Media Licensee LLC","Religious"
"KIEV-LP","102.7 FM","Camas","Washington","Townsquare Media Quincy-Hannnibal License, LLC","Country"
"KNRK","94.7 FM","Camas","Washington","Emmis Radio License, LLC","Pop or Contemporary"
"KKWN","106.7 FM","Cashmere","Washington","Alpha Media Licensee LLC","Rock, Alternative, or Indie"
"KRQT","107.1 FM","Castle Rock","Washington","Northwest Missouri State University","News and Talk"
"KNBQ","98.5 FM","Central Park","Washington","Kanza, Inc.","Country"
"KJMR-LP","97.7 FM","Chattaroy","Washington","Cumulus Licensing LLC","Oldies"
"KMNT","104.3 FM","Chehalis","Washington","The Curators of the University of Missouri","Other"
"KNWV","90.5 FM","Clarkston","Washington","Emmis Radio License, LLC","Pop or Contemporary"
"KUCC","88.1 FM","Clarkston","Washington","Zimmer Radio of Mid-Missouri, Inc.","Pop or Contemporary"
"KVAB","102.9 FM","Clarkston","Washington","Central Ozark Radio Network, Inc.","Pop or Contemporary"
"KXAA","100.3 FM","Cle Elum","Washington","My Town Media Inc.","Rock, Alternative, or Indie"
"KMAX","840 AM","Colfax","Washington","Bates County Broadcasting Company","Country"
"KLSW","104.5 FM","Covington","Washington","MRR License LLC","Other"
"KKRS","97.3 FM","Davenport","Washington","Corum Industries, Inc.","Country"
"KZHR","92.5 FM","Dayton","Washington","Ruby Radio Corporation","News and Talk"
"KPND","95.3 FM","Deer Park","Washington","Cumulus Licensing LLC","Pop or Contemporary"
"KLUW","88.1 FM","East Wenatchee","Washington","David Craig Ministries, Inc.","Religious"
"KYSN","97.7 FM","East Wenatchee","Washington","Educational Media Foundation","Religious"
"KUBE","104.9 FM","Eatonville","Washington","Zimmer Radio of Mid-Missouri, Inc.","Pop or Contemporary"
"KXLE","1240 AM","Ellensburg","Washington","Townsquare Media Sedalia License, LLC","Country"
"KNWR","90.7 FM","Ellensburg","Washington","Emmis Radio License, LLC","Pop or Contemporary"
"KXLE-FM","95.3 FM","Ellensburg","Washington","Townsquare Media Sedalia License, LLC","Country"
"KORE-LP","99.1 FM","Entiat","Washington","Cumulus Licensing LLC","Pop or Contemporary"
"KTBI","810 AM","Ephrata","Washington","Public Television 19, Inc.","Other"
"KULE","730 AM","Ephrata","Washington","Missouri Ozarks Radio Network, Inc.","Country"
"KTAC","93.9 FM","Ephrata","Washington","Zimmer Radio Group","Pop or Contemporary"
"KZUS","92.3 FM","Ephrata","Washington","LAZER BROADCASTING LLC","International"
"KWYZ","1230 AM","Everett","Washington","My Town Media Inc.","Rock, Alternative, or Indie"
"KSER","90.7 FM","Everett","Washington","Board of Regents, Southeast Missouri State University","News and Talk"
"KRPI","1550 AM","Ferndale","Washington","Northwest Missouri State University","News and Talk"
"KNWU","91.5 FM","Forks","Washington","Emmis Radio License, LLC","Pop or Contemporary"
"KXIR","89.9 FM","Freeland","Washington","Grand Slam Sports, LLC","News and Talk"
"KSJU","91.9 FM","Friday Harbor","Washington","Eagle Communications, Inc.","Country"
"KLCK","1400 AM","Goldendale","Washington","Alpha Media Licensee LLC","Rock, Alternative, or Indie"
"KRSX","95.9 FM","Goldendale","Washington","Radio Free Ministries, Inc.","Religious"
"KVGD-LP","100.1 FM","Goldendale","Washington","Central Ozark Radio Network, Inc.","Pop or Contemporary"
"KYYT","102.3 FM","Goldendale","Washington","Educational Media Foundation","Religious"
"KQXI","91.5 FM","Granite Falls","Washington","Benne Broadcasting Co. of Lake Ozark, Inc.","Oldies"
"KSVU","90.1 FM","Hamilton","Washington","Church of God in Christ, Inc.","Religious"
"KWJZ-LP","107.3 FM","High Rock","Washington","Billings Broadcasting, LLC","Other"
